ticker,nome_da_empresa,data_da_analise,patrimonio_liquido,quant_on_pn,ebit12_meses,preco_de_fechamento,ativo_total,fator_cotacao,retorno12_meses,retorno6_meses,retorno3_meses,retorno1_mes,lc,volatilidade_anualizada12_meses,volatilidade_anualizada6_meses,volatilidade_anualizada3_meses,volatilidade_anualizada1_mes,ev,valor_de_mercado
GGBR4,GERDAU,29/12/2022,48802167000,1757067050,15833150000,"29,37",75746608000,1,"22,6316505319","45,5337041675","29,4158378447","-6,96864111499","2,48785397544","39,359800894","37,9448796437","36,7669069943","30,7823210847",51984024274,47718547274
GOAU4,GERDAU MET,29/12/2022,49822526000,1033840804,15770630000,"12,97",76759564000,1,"26,8359011422","46,1373302298","27,3847791823","-5,25931336747","2,56282762958","36,5709009447","33,9250849249","33,5188379876","30,1702707733",17587008275,13772944275
GOLL4,GOL,29/12/2022,-21040743000,3200516077,1276468000,"7,34",16993858000,1,"-56,8995889608","-19,0738699008","-17,8051511759","-11,6726835139","0,236983178355","69,699385872","73,9032769173","73,8028448326","75,2611683509","13968309594,2","3072913594,19"
HAPV3,HAPVIDA,29/12/2022,48464298000,7144255843,-29834000,"5,08",73393975000,1,"-51,0597302505","-7,12979890312","-32,8929986789","-2,30769230769","0,932316046614","59,7460629515","64,5980559535","63,7323133048","58,0982271916","43267790845,3","36283281845,3"
HYPE3,HYPERA,29/12/2022,10817187000,633420823,2531682000,"45,2",22517989000,1,"64,7438935748","20,4827398702","2,8553004803","2,41555009563","1,96045742691","29,7827941401","29,7550366839","31,0430923395","25,104801853","35261840199,6","28630621199,6"
IGTI11,IGUATEMI S.A,29/12/2022,4051669000,1233106910,529515000,"18,5",7998013000,1,"4,0719122728","2,83490828241","-9,13555992142","-2,21987315014","1,94117505545","40,2007891943","38,9691314086","44,9844435902","42,7551473208","6848992133,1","5667306133,1"
IRBR3,IRBBRASIL RE,29/12/2022,4098735000,82263012,-1704138000,"0,86",21321861000,1,"-78,6069651741","-57,6354679802","-21,8181818181","14,6666666666","0,786761471084","67,3920030867","81,477334157","92,3420895001","105,738566276","-811106314,48","2122385685,52"
ITSA4,ITAUSA,29/12/2022,77419000000,9701410000,3061000000,"8,51",97875000000,1,"11,4537320202","16,1851498233","-0,776516295023","-1,7342474043","1,46062426538","24,1252125728","25,4321764877","29,8907924186","24,8008798441",91359051086,83972051086
ITUB4,ITAUUNIBANCO,29/12/2022,181519000000,9804135000,35983000000,25,"2,388492E+12",1,"24,1803045959","14,2061738046","-8,96999480058","-1,87641570876",[],"26,5283668969","27,2043659371","31,7429942418","28,0234833212",194281093100,229683093100
JBSS3,JBS,29/12/2022,48067967000,2218116370,16558463000,"21,99",200211568000,1,"-38,0000027908","-27,5722598671","-8,91750355098","-0,272108843777","1,42370381512","31,7348857703","35,7238078071","41,5904393086","30,8250916368",126443398976,"48776378976,3"
KLBN11,KLABIN S/A,29/12/2022,12762792000,5617892756,6783862000,"19,97",49381534000,1,"-16,5261059323","3,048692961","12,5844024506","1,53756801","2,06979378109","28,383872049","28,5894399939","29,586747808","29,0237787304","44039404165,1","22604746165,1"
LREN3,LOJAS RENNER,29/12/2022,9665782000,963227000,1236898000,"20,48",19691820000,1,"-13,8076181888","-8,08091379543","-25,8089170796","-10,7463646077","1,75376542733","45,1062716791","45,1464462509","53,5344973256","55,1237977864",19277878240,20276490240
LWSA3,LOCAWEB,29/12/2022,2986291000,594090098,64789000,"7,02",4704744000,1,"-46,6565349541","24,9110320294","-21,9999999997","-16,4285714284","2,03343301655","77,0113916627","70,8354150639","74,2199048879","59,8775178826","2818266344,96","4159423344,96"
MGLU3,MAGAZ LUIZA,29/12/2022,10290687000,6748926848,753417000,"2,74",34216568000,1,"-62,0498614959","17,0940170937","-38,8392857144","-19,6480938418","1,42213882723","82,4844044672","90,3145710108","87,0371680673","82,2414507407","23533929563,5","18492059563,5"
MRFG3,MARFRIG,29/12/2022,24665431000,660000000,7140513000,"8,7",131530716000,1,"-45,486844361","-3,48836242473","12,6310838266","27,047862556","1,28413290952","49,5090396875","55,1068238847","64,5463567959","82,429002937",48573658000,5742000000
MRVE3,MRV,29/12/2022,6705646000,483233000,318692000,"7,6",22739681000,1,"-34,0631353075","-1,15656745923","-38,8083735909","-11,5250291036","1,7955196898","56,1046068074","61,6065689756","52,9469825833","47,6349260166",9874784800,3672570800
MULT3,MULTIPLAN,29/12/2022,6723484000,600760875,1268290000,"21,9",11050632000,1,"20,7614441148","1,86026384945","-8,16041139205","-3,19394432352","1,31783875385","36,556528929","37,594702181","46,1467829191","43,9087779222","15038911162,5","13156663162,5"
NTCO3,GRUPO NATURA,29/12/2022,22026231000,1383206000,-296814000,"11,61",53192432000,1,"-54,0617980519","-13,4873323399","-21,1812627291","-0,853970964945","1,24902042031","66,39798065","65,3988729201","59,6907259627","67,4636959125",25136148680,16057651680
PCAR3,P.ACUCAR-CBD,29/12/2022,13667000000,270139000,-690000000,"16,52",43454000000,1,"-22,6998798901","1,10159118735","-14,8014440432","-20,4622051034","1,6742446904","46,3179357189","52,1650998896","54,5432376668","55,2351159706",8452403240,4454403240
