TICKER,Nome da Empresa,Data da Análise,Preço de Fechamento,data,ano,PL,QNT,EBIT,AT,VM
CPFE3,CPFL ENERGIA,29/12/2022,33.2,2022-12-29,2022,175.39944,11.522544400000001,97.40386,711.46081,382.54847408000006
CRFB3,CARREFOUR BR,29/12/2022,14.78,2022-12-29,2022,217.72,21.036652699999998,49.35,922.95,310.92172690599995
CSAN3,COSAN,29/12/2022,17.12,2022-12-29,2022,481.69399,18.74070932,74.83843,1344.84992,320.84094355840006
CSNA3,SID NACIONAL,29/12/2022,14.55,2022-12-29,2022,218.16044,13.26093947,74.03545,853.54359,192.9466692885
CVCB3,CVC BRASIL,29/12/2022,4.49,2022-12-29,2022,3.1648,2.7724730899999996,-0.36636,39.17566,12.448404174099998
CYRE3,CYRELA REALT,29/12/2022,13.07,2022-12-29,2022,76.99331,3.99743,6.96204,165.60139,52.2464101
DXCO3,DEXCO,29/12/2022,6.78,2022-12-29,2022,59.61564,8.37059,13.9463,156.24811,56.7526002
ECOR3,ECORODOVIAS,29/12/2022,4.45,2022-12-29,2022,25.1868,6.96334,15.42383,181.08909,30.986863
EGIE3,ENGIE BRASIL,29/12/2022,37.88,2022-12-29,2022,84.40172,8.1592774,50.73448,381.86752,309.07342791200006
ELET3,ELETROBRAS,29/12/2022,42.12,2022-12-29,2022,1110.28636,23.01227,53.51028,2702.17462,969.2768123999999
EMBR3,EMBRAER,29/12/2022,14.31,2022-12-29,2022,147.36781,7.40465,-5.97344,529.18325,105.9605415
ENBR3,ENERGIAS BR,29/12/2022,20.79,2022-12-29,2022,118.95759,5.81165,32.03401,370.01192,120.8242035
ENEV3,ENEVA,29/12/2022,11.93,2022-12-29,2022,137.36018,15.84446,12.81156,417.13969,189.0244078
