TICKER,Nome da Empresa,Data da Análise,Preço de Fechamento,data,ano,PL,QNT,EBIT,AT,VM
MULT3,MULTIPLAN,29/12/2020,23.36,2020-12-29,2020,65.82543,6.00760875,10.5195,108.77311,140.3377404
NTCO3,GRUPO NATURA,29/12/2020,51.94,2020-12-29,2020,223.51184,13.83206,-4.57781,546.8539,718.4371964
PCAR3,P.ACUCAR-CBD,29/12/2020,75.37,2020-12-29,2020,137.33,2.70139,-3.6,438.39,203.60376430000002
PETR3,PETROBRAS,29/12/2020,28.67,2020-12-29,2020,3643.85,130.4449693,2929.64,9767.09,3739.857269831
PETR4,PETROBRAS,29/12/2020,28.27,2020-12-29,2020,3643.85,130.4449693,2929.64,9767.09,3687.679282111
PRIO3,PETRORIO,29/12/2020,67.82,2020-12-29,2020,98.92017,8.82646385,39.16213,203.0252,598.6107783069999
QUAL3,QUALICORP,29/12/2020,35.67,2020-12-29,2020,13.56594,2.84014325,3.67181,45.12028,101.3079097275
RADL3,RAIADROGASIL,29/12/2020,25.3,2020-12-29,2020,54.02941,16.5193,18.40145,171.85306,417.93829000000005
RAIL3,RUMO S.A.,29/12/2020,19.53,2020-12-29,2020,154.1045,18.54158791,29.9571,459.51745,362.1172118823
RENT3,LOCALIZA,29/12/2020,67.06,2020-12-29,2020,205.70605,9.84159,45.29339,656.56631,659.9770254
SANB11,SANTANDER BR,29/12/2020,46.21,2020-12-29,2020,1106.80176,74.98531,193.75548,9854.50829,3465.0711751
SBSP3,SABESP,29/12/2020,44.74,2020-12-29,2020,273.33533,6.835098690000001,46.20613,572.07765,305.80231539060003
SULA11,SUL AMERICA,29/12/2020,44.45,2020-12-29,2020,83.67119,12.775338099999999,-7.13666,302.19218,567.863778545
SUZB3,SUZANO S.A.,29/12/2020,57.21,2020-12-29,2020,331.66365,13.61263584,219.38413,1331.97968,778.7788964064
TAEE11,TAESA,29/12/2020,33.55,2020-12-29,2020,65.70476,10.33497,18.76401,173.09081,346.73824349999995
TIMS3,TIM,29/12/2020,14.88,2020-12-29,2020,253.97365,24.20816645,32.21503,564.08367,360.217516776
TOTS3,TOTVS,29/12/2020,28.06,2020-12-29,2020,45.84849,6.17183181,6.41517,106.16193,173.1816005886
UGPA3,ULTRAPAR,29/12/2020,24.11,2020-12-29,2020,121.74968,11.151730800000001,33.36752,364.41003,268.868229588
VALE3,VALE,29/12/2020,87.07,2020-12-29,2020,1948.94,47.78889,887.1,4533.87,4160.9786523
VIVT3,TELEF BRASIL,29/12/2020,45.2,2020-12-29,2020,684.55847,16.769382710000002,66.21653,1191.21483,757.9760984920001
VVAR3,VIA,29/12/2020,16.58,2020-12-29,2020,52.84,15.98431,11.21,355.74,265.0198598
WEGE3,WEG,29/12/2020,75.15,2020-12-29,2020,152.48355,41.97317998,50.51587,281.3466,3154.284475497
YDUQ3,YDUQS PART,29/12/2020,33.26,2020-12-29,2020,29.60059,3.09089,6.17413,90.49207,102.80300139999999
ABEV3,AMBEV S/A,27/12/2019,19.16,2019-12-27,2019,833.27827,157.50217,176.87946,1379.58083,3017.7415772
AZUL4,AZUL,27/12/2019,57.8,2019-12-27,2019,-190.075,12.64588466,14.29555,187.21293,730.932133348
B3SA3,B3,27/12/2019,44.21,2019-12-27,2019,202.83143,60.99,55.72314,475.94773,2696.3679
BBAS3,BRASIL,27/12/2019,52.97,2019-12-27,2019,1630.77123,28.6541702,331.90566,20077.27977,1517.811395494
BBDC3,BRADESCO,27/12/2019,34.13,2019-12-27,2019,1587.41264,106.58488,228.54023,17996.15675,3637.7419544000004
BBDC4,BRADESCO,27/12/2019,36.22,2019-12-27,2019,1587.41264,106.58488,228.54023,17996.15675,3860.5043536
BBSE3,BBSEGURIDADE,27/12/2019,37.84,2019-12-27,2019,75.96101,20.0,36.81904,161.29832,756.8000000000001
BPAC11,BTGP BANCO,27/12/2019,75.8,2019-12-27,2019,423.71767,115.06119928,62.46618,3695.8819,8721.638905423999
BRAP4,BRADESPAR,27/12/2019,39.17,2019-12-27,2019,74.77001,3.93097,-0.51947,80.62022,153.9760949
BRDT3,VIBRA,27/12/2019,30.43,2019-12-27,2019,126.13,11.65,39.65,411.1,354.5095
BRFS3,BRF SA,27/12/2019,35.24,2019-12-27,2019,118.22869,10.824732460000002,-1.37365,578.54447,381.4635718904001
BRML3,BR MALLS PAR,27/12/2019,17.98,2019-12-27,2019,112.65549,8.28274,8.75741,181.42137,148.92366520000002
BTOW3,AMERICANAS,27/12/2019,62.4,2019-12-27,2019,147.05555,9.09774507,11.65519,470.84128,567.699292368
CCRO3,CCR SA,27/12/2019,19.16,2019-12-27,2019,118.2275,20.2,98.58064,505.473,387.032
CIEL3,CIELO,27/12/2019,8.54,2019-12-27,2019,138.16772,27.168150609999998,26.84986,1097.84818,232.01600620939996
CMIG4,CEMIG,27/12/2019,13.69,2019-12-27,2019,217.83266,22.01371,48.44634,536.70837,301.36768989999996
COGN3,COGNA ON,27/12/2019,11.61,2019-12-27,2019,132.41388,18.766062100000003,3.05191,263.96751,217.87398098100002
CSAN3,COSAN,27/12/2019,70.03,2019-12-27,2019,481.69399,18.74070932,74.83843,1344.84992,1312.4118736796001
CSNA3,SID NACIONAL,27/12/2019,13.96,2019-12-27,2019,218.16044,13.26093947,74.03545,853.54359,185.12271500120002
CVCB3,CVC BRASIL,27/12/2019,44.16,2019-12-27,2019,3.1648,2.7724730899999996,-0.36636,39.17566,122.43241165439997
CYRE3,CYRELA REALT,27/12/2019,30.02,2019-12-27,2019,76.99331,3.99743,6.96204,165.60139,120.0028486
ECOR3,ECORODOVIAS,27/12/2019,16.46,2019-12-27,2019,25.1868,6.96334,15.42383,181.08909,114.6165764
EGIE3,ENGIE BRASIL,27/12/2019,50.81,2019-12-27,2019,84.40172,8.1592774,50.73448,381.86752,414.57288469400004
ELET3,ELETROBRAS,27/12/2019,37.74,2019-12-27,2019,1110.28636,23.01227,53.51028,2702.17462,868.4830698000001
EMBR3,EMBRAER,27/12/2019,19.72,2019-12-27,2019,147.36781,7.40465,-5.97344,529.18325,146.019698
ENBR3,ENERGIAS BR,27/12/2019,21.73,2019-12-27,2019,118.95759,5.81165,32.03401,370.01192,126.28715450000001
EQTL3,EQUATORIAL,27/12/2019,22.73,2019-12-27,2019,185.6698,11.28934585,52.77213,906.17397,256.6068311705
FLRY3,FLEURY,27/12/2019,30.4,2019-12-27,2019,27.01085,3.67197096,7.34368,77.9177,111.627917184
GGBR4,GERDAU,27/12/2019,19.88,2019-12-27,2019,462.98193,16.7339719,165.99626,737.98652,332.671361372
GNDI3,INTERMEDICA,27/12/2019,69.14,2019-12-27,2019,71.17066,6.15242127,3.97579,174.66021,425.3784066078
GOAU4,GERDAU MET,27/12/2019,9.1,2019-12-27,2019,472.89112,10.33840804,165.37329,747.69525,94.07951316399999
GOLL4,GOL,27/12/2019,36.92,2019-12-27,2019,-213.58815,32.00516281,5.57114,169.70285,1181.6306109452
HYPE3,HYPERA,27/12/2019,35.5,2019-12-27,2019,106.55441,6.334208230000001,24.5934,237.55633,224.86439216500003
IGTA3,IGUATEMI,27/12/2019,53.26,2019-12-27,2019,30.57189,1.8184331599999999,4.89514,63.12386,96.8497501016
IRBR3,IRBBRASIL RE,27/12/2019,39.52,2019-12-27,2019,40.73511,0.82263012,-17.95222,229.77562,32.5103423424
ITSA4,ITAUSA,27/12/2019,14.13,2019-12-27,2019,765.35,97.0141,40.9,966.37,1370.8092330000002
ITUB4,ITAUUNIBANCO,27/12/2019,37.3,2019-12-27,2019,1773.43,98.04135,368.61,23234.4,3656.9423549999997
JBSS3,JBS,27/12/2019,26.4,2019-12-27,2019,498.08931,22.1811637,-0.60514,2081.10628,585.58272168
KLBN11,KLABIN S/A,27/12/2019,18.53,2019-12-27,2019,115.68266,56.178927560000005,66.47028,475.77358,1040.9955276868002
LAME4,LOJAS AMERIC,27/12/2019,26.09,2019-12-27,2019,160.66695,18.85307731,11.26807,437.36188,491.87678701789997
LREN3,LOJAS RENNER,27/12/2019,56.1,2019-12-27,2019,100.87515,9.91227,14.07401,211.48892,556.078347
MGLU3,MAGAZ LUIZA,27/12/2019,48.73,2019-12-27,2019,106.48701,67.48926848,8.07373,377.65845,3288.7520530304
MRFG3,MARFRIG,27/12/2019,9.76,2019-12-27,2019,264.49609,6.6,97.19529,1361.04323,64.416
MRVE3,MRV,27/12/2019,21.94,2019-12-27,2019,65.74308,4.83233,4.60023,226.01329,106.0213202
MULT3,MULTIPLAN,27/12/2019,33.04,2019-12-27,2019,65.82543,6.00760875,10.5195,108.77311,198.4913931
NTCO3,GRUPO NATURA,27/12/2019,38.87,2019-12-27,2019,223.51184,13.83206,-4.57781,546.8539,537.6521722
PCAR4,P.ACUCAR-CBD,27/12/2019,88.42,2019-12-27,2019,137.33,2.70139,-3.6,438.39,238.8569038
PETR3,PETROBRAS,27/12/2019,32.17,2019-12-27,2019,3643.85,130.4449693,2929.64,9767.09,4196.414662381
PETR4,PETROBRAS,27/12/2019,30.52,2019-12-27,2019,3643.85,130.4449693,2929.64,9767.09,3981.1804630359998
QUAL3,QUALICORP,27/12/2019,37.67,2019-12-27,2019,13.56594,2.84014325,3.67181,45.12028,106.98819622750001
RADL3,RAIADROGASIL,27/12/2019,109.92,2019-12-27,2019,54.02941,16.5193,18.40145,171.85306,1815.8014560000001
RAIL3,RUMO S.A.,27/12/2019,26.87,2019-12-27,2019,154.1045,18.54158791,29.9571,459.51745,498.2124671417
RENT3,LOCALIZA,27/12/2019,47.96,2019-12-27,2019,205.70605,9.84159,45.29339,656.56631,472.00265640000003
SANB11,SANTANDER BR,27/12/2019,48.5,2019-12-27,2019,1106.80176,74.98531,193.75548,9854.50829,3636.787535
SBSP3,SABESP,27/12/2019,61.83,2019-12-27,2019,273.33533,6.835098690000001,46.20613,572.07765,422.61415200270005
SMLS3,SMILES,27/12/2019,39.69,2019-12-27,2019,6.79678,1.24158953,2.73535,27.34722,49.27868844569999
SUZB3,SUZANO S.A.,27/12/2019,40.0,2019-12-27,2019,331.66365,13.61263584,219.38413,1331.97968,544.5054336
TAEE11,TAESA,27/12/2019,30.92,2019-12-27,2019,65.70476,10.33497,18.76401,173.09081,319.55727240000004
TIMP3,TIM PART S/A,27/12/2019,15.59,2019-12-27,2019,228.47754,24.210324789999998,30.53069,398.31158,377.43896347609996
UGPA3,ULTRAPAR,27/12/2019,25.72,2019-12-27,2019,121.74968,11.151730800000001,33.36752,364.41003,286.822516176
VALE3,VALE,27/12/2019,53.6,2019-12-27,2019,1948.94,47.78889,887.1,4533.87,2561.484504
VIVT4,TELEF BRASIL,27/12/2019,58.48,2019-12-27,2019,684.55847,16.769382710000002,66.21653,1191.21483,980.6735008808
VVAR3,VIA,27/12/2019,11.5,2019-12-27,2019,52.84,15.98431,11.21,355.74,183.819565
WEGE3,WEG,27/12/2019,35.34,2019-12-27,2019,152.48355,41.97317998,50.51587,281.3466,1483.3321804932
YDUQ3,YDUQS PART,27/12/2019,48.8,2019-12-27,2019,29.60059,3.09089,6.17413,90.49207,150.835432
ABEV3,AMBEV S/A,28/12/2018,15.38,2018-12-28,2018,833.27827,157.50217,176.87946,1379.58083,2422.3833746
B3SA3,B3,28/12/2018,26.81,2018-12-28,2018,202.83143,60.99,55.72314,475.94773,1635.1419
BBAS3,BRASIL,28/12/2018,46.49,2018-12-28,2018,1630.77123,28.6541702,331.90566,20077.27977,1332.132372598
BBDC3,BRADESCO,28/12/2018,33.85,2018-12-28,2018,1587.41264,106.58488,228.54023,17996.15675,3607.898188
BBDC4,BRADESCO,28/12/2018,38.65,2018-12-28,2018,1587.41264,106.58488,228.54023,17996.15675,4119.505612
BBSE3,BBSEGURIDADE,28/12/2018,27.59,2018-12-28,2018,75.96101,20.0,36.81904,161.29832,551.8
BRAP4,BRADESPAR,28/12/2018,31.69,2018-12-28,2018,74.77001,3.93097,-0.51947,80.62022,124.5724393
BRFS3,BRF SA,28/12/2018,21.93,2018-12-28,2018,118.22869,10.824732460000002,-1.37365,578.54447,237.38638284780004
BRML3,BR MALLS PAR,28/12/2018,13.07,2018-12-28,2018,112.65549,8.28274,8.75741,181.42137,108.2554118
BTOW3,AMERICANAS,28/12/2018,42.02,2018-12-28,2018,147.05555,9.09774507,11.65519,470.84128,382.2872478414
CCRO3,CCR SA,28/12/2018,11.2,2018-12-28,2018,118.2275,20.2,98.58064,505.473,226.23999999999998
CIEL3,CIELO,28/12/2018,8.89,2018-12-28,2018,138.16772,27.168150609999998,26.84986,1097.84818,241.5248589229
CMIG4,CEMIG,28/12/2018,13.86,2018-12-28,2018,217.83266,22.01371,48.44634,536.70837,305.1100206
CSAN3,COSAN,28/12/2018,33.46,2018-12-28,2018,481.69399,18.74070932,74.83843,1344.84992,627.0641338472001
CSNA3,SID NACIONAL,28/12/2018,8.84,2018-12-28,2018,218.16044,13.26093947,74.03545,853.54359,117.2267049148
CVCB3,CVC BRASIL,28/12/2018,61.18,2018-12-28,2018,3.1648,2.7724730899999996,-0.36636,39.17566,169.6199036462
CYRE3,CYRELA REALT,28/12/2018,15.47,2018-12-28,2018,76.99331,3.99743,6.96204,165.60139,61.840242100000005
ECOR3,ECORODOVIAS,28/12/2018,9.38,2018-12-28,2018,25.1868,6.96334,15.42383,181.08909,65.3161292
EGIE3,ENGIE BRASIL,28/12/2018,33.02,2018-12-28,2018,84.40172,8.1592774,50.73448,381.86752,269.419339748
ELET3,ELETROBRAS,28/12/2018,24.23,2018-12-28,2018,1110.28636,23.01227,53.51028,2702.17462,557.5873021
EMBR3,EMBRAER,28/12/2018,21.68,2018-12-28,2018,147.36781,7.40465,-5.97344,529.18325,160.532812
ENBR3,ENERGIAS BR,28/12/2018,14.75,2018-12-28,2018,118.95759,5.81165,32.03401,370.01192,85.7218375
EQTL3,EQUATORIAL,28/12/2018,74.56,2018-12-28,2018,185.6698,11.28934585,52.77213,906.17397,841.733626576
ESTC3,YDUQS PART,28/12/2018,23.76,2018-12-28,2018,29.60059,3.09089,6.17413,90.49207,73.4395464
FIBR3,FIBRIA,28/12/2018,67.6,2018-12-28,2018,142.22844,5.53733881,67.20798,408.18649,374.32410355599995
FLRY3,FLEURY,28/12/2018,19.78,2018-12-28,2018,27.01085,3.67197096,7.34368,77.9177,72.63158558880001
GGBR4,GERDAU,28/12/2018,14.82,2018-12-28,2018,462.98193,16.7339719,165.99626,737.98652,247.99746355800002
GOAU4,GERDAU MET,28/12/2018,6.94,2018-12-28,2018,472.89112,10.33840804,165.37329,747.69525,71.7485517976
GOLL4,GOL,28/12/2018,25.1,2018-12-28,2018,-213.58815,32.00516281,5.57114,169.70285,803.3295865310001
HYPE3,HYPERA,28/12/2018,30.2,2018-12-28,2018,106.55441,6.334208230000001,24.5934,237.55633,191.293088546
IGTA3,IGUATEMI,28/12/2018,41.6,2018-12-28,2018,30.57189,1.8184331599999999,4.89514,63.12386,75.646819456
ITSA4,ITAUSA,28/12/2018,12.08,2018-12-28,2018,765.35,97.0141,40.9,966.37,1171.930328
ITUB4,ITAUUNIBANCO,28/12/2018,35.5,2018-12-28,2018,1773.43,98.04135,368.61,23234.4,3480.467925
JBSS3,JBS,28/12/2018,11.59,2018-12-28,2018,498.08931,22.1811637,-0.60514,2081.10628,257.079687283
KLBN11,KLABIN S/A,28/12/2018,15.88,2018-12-28,2018,115.68266,56.178927560000005,66.47028,475.77358,892.1213696528001
KROT3,COGNA ON,28/12/2018,8.87,2018-12-28,2018,132.41388,18.766062100000003,3.05191,263.96751,166.454970827
LAME4,LOJAS AMERIC,28/12/2018,19.7,2018-12-28,2018,160.66695,18.85307731,11.26807,437.36188,371.405623007
LOGG3,LOG COM PROP,28/12/2018,18.02,2018-12-28,2018,36.63838,1.02159,4.85318,61.50606,18.4090518
LREN3,LOJAS RENNER,28/12/2018,42.4,2018-12-28,2018,100.87515,9.91227,14.07401,211.48892,420.280248
MGLU3,MAGAZ LUIZA,28/12/2018,181.07,2018-12-28,2018,106.48701,67.48926848,8.07373,377.65845,12220.281843673602
MRFG3,MARFRIG,28/12/2018,5.46,2018-12-28,2018,264.49609,6.6,97.19529,1361.04323,36.036
MRVE3,MRV,28/12/2018,12.36,2018-12-28,2018,65.74308,4.83233,4.60023,226.01329,59.727598799999996
MULT3,MULTIPLAN,28/12/2018,24.31,2018-12-28,2018,65.82543,6.00760875,10.5195,108.77311,146.0449687125
NATU3,NATURA,28/12/2018,45.0,2018-12-28,2018,59.92553,9.20205,15.84207,246.488,414.09225
PCAR4,P.ACUCAR-CBD,28/12/2018,80.98,2018-12-28,2018,137.33,2.70139,-3.6,438.39,218.7585622
PETR3,PETROBRAS,28/12/2018,25.4,2018-12-28,2018,3643.85,130.4449693,2929.64,9767.09,3313.3022202199995
PETR4,PETROBRAS,28/12/2018,22.68,2018-12-28,2018,3643.85,130.4449693,2929.64,9767.09,2958.4919037239997
QUAL3,QUALICORP,28/12/2018,12.89,2018-12-28,2018,13.56594,2.84014325,3.67181,45.12028,36.609446492500005
RADL3,RAIADROGASIL,28/12/2018,57.15,2018-12-28,2018,54.02941,16.5193,18.40145,171.85306,944.0779950000001
RAIL3,RUMO S.A.,28/12/2018,17.0,2018-12-28,2018,154.1045,18.54158791,29.9571,459.51745,315.20699447
RENT3,LOCALIZA,28/12/2018,29.75,2018-12-28,2018,205.70605,9.84159,45.29339,656.56631,292.7873025
SANB11,SANTANDER BR,28/12/2018,42.7,2018-12-28,2018,1106.80176,74.98531,193.75548,9854.50829,3201.872737
SBSP3,SABESP,28/12/2018,31.5,2018-12-28,2018,273.33533,6.835098690000001,46.20613,572.07765,215.30560873500002
SMLS3,SMILES,28/12/2018,43.77,2018-12-28,2018,6.79678,1.24158953,2.73535,27.34722,54.3443737281
SUZB3,SUZANO S.A.,28/12/2018,38.08,2018-12-28,2018,331.66365,13.61263584,219.38413,1331.97968,518.3691727872
TAEE11,TAESA,28/12/2018,23.6,2018-12-28,2018,65.70476,10.33497,18.76401,173.09081,243.90529200000003
TIMP3,TIM PART S/A,28/12/2018,11.85,2018-12-28,2018,228.47754,24.210324789999998,30.53069,398.31158,286.8923487615
UGPA3,ULTRAPAR,28/12/2018,53.2,2018-12-28,2018,121.74968,11.151730800000001,33.36752,364.41003,593.2720785600001
VALE3,VALE,28/12/2018,51.0,2018-12-28,2018,1948.94,47.78889,887.1,4533.87,2437.2333900000003
VIVT4,TELEF BRASIL,28/12/2018,46.23,2018-12-28,2018,684.55847,16.769382710000002,66.21653,1191.21483,775.2485626833001
VVAR3,VIA,28/12/2018,4.39,2018-12-28,2018,52.84,15.98431,11.21,355.74,70.17112089999999
WEGE3,WEG,28/12/2018,17.54,2018-12-28,2018,152.48355,41.97317998,50.51587,281.3466,736.2095768492
ABEV3,AMBEV S/A,28/12/2017,21.28,2017-12-28,2017,833.27827,157.50217,176.87946,1379.58083,3351.6461776
BBAS3,BRASIL,28/12/2017,31.82,2017-12-28,2017,1630.77123,28.6541702,331.90566,20077.27977,911.775695764
BBDC3,BRADESCO,28/12/2017,32.06,2017-12-28,2017,1587.41264,106.58488,228.54023,17996.15675,3417.1112528000003
BBDC4,BRADESCO,28/12/2017,33.85,2017-12-28,2017,1587.41264,106.58488,228.54023,17996.15675,3607.898188
BBSE3,BBSEGURIDADE,28/12/2017,28.49,2017-12-28,2017,75.96101,20.0,36.81904,161.29832,569.8
BRAP4,BRADESPAR,28/12/2017,28.72,2017-12-28,2017,74.77001,3.93097,-0.51947,80.62022,112.89745839999999
BRFS3,BRF SA,28/12/2017,36.6,2017-12-28,2017,118.22869,10.824732460000002,-1.37365,578.54447,396.18520803600006
BRML3,BR MALLS PAR,28/12/2017,12.73,2017-12-28,2017,112.65549,8.28274,8.75741,181.42137,105.43928020000001
BVMF3,B3,28/12/2017,22.78,2017-12-28,2017,202.83143,60.99,55.72314,475.94773,1389.3522
CCRO3,CCR SA,28/12/2017,16.15,2017-12-28,2017,118.2275,20.2,98.58064,505.473,326.22999999999996
CIEL3,CIELO,28/12/2017,23.52,2017-12-28,2017,138.16772,27.168150609999998,26.84986,1097.84818,638.9949023472
CMIG4,CEMIG,28/12/2017,6.87,2017-12-28,2017,217.83266,22.01371,48.44634,536.70837,151.2341877
CPFE3,CPFL ENERGIA,28/12/2017,19.35,2017-12-28,2017,175.39944,11.522544400000001,97.40386,711.46081,222.96123414000004
CSAN3,COSAN,28/12/2017,41.5,2017-12-28,2017,481.69399,18.74070932,74.83843,1344.84992,777.73943678
CSNA3,SID NACIONAL,28/12/2017,8.38,2017-12-28,2017,218.16044,13.26093947,74.03545,853.54359,111.12667275860001
CYRE3,CYRELA REALT,28/12/2017,13.22,2017-12-28,2017,76.99331,3.99743,6.96204,165.60139,52.8460246
ECOR3,ECORODOVIAS,28/12/2017,12.3,2017-12-28,2017,25.1868,6.96334,15.42383,181.08909,85.649082
EGIE3,ENGIE BRASIL,28/12/2017,35.51,2017-12-28,2017,84.40172,8.1592774,50.73448,381.86752,289.735940474
ELET3,ELETROBRAS,28/12/2017,19.34,2017-12-28,2017,1110.28636,23.01227,53.51028,2702.17462,445.0573018
EMBR3,EMBRAER,28/12/2017,20.0,2017-12-28,2017,147.36781,7.40465,-5.97344,529.18325,148.09300000000002
ENBR3,ENERGIAS BR,28/12/2017,14.0,2017-12-28,2017,118.95759,5.81165,32.03401,370.01192,81.3631
EQTL3,EQUATORIAL,28/12/2017,65.65,2017-12-28,2017,185.6698,11.28934585,52.77213,906.17397,741.1455550525001
ESTC3,YDUQS PART,28/12/2017,32.82,2017-12-28,2017,29.60059,3.09089,6.17413,90.49207,101.4430098
FIBR3,FIBRIA,28/12/2017,47.85,2017-12-28,2017,142.22844,5.53733881,67.20798,408.18649,264.9616620585
GGBR4,GERDAU,28/12/2017,12.38,2017-12-28,2017,462.98193,16.7339719,165.99626,737.98652,207.16657212200002
GOAU4,GERDAU MET,28/12/2017,5.79,2017-12-28,2017,472.89112,10.33840804,165.37329,747.69525,59.85938255159999
HYPE3,HYPERA,28/12/2017,36.0,2017-12-28,2017,106.55441,6.334208230000001,24.5934,237.55633,228.03149628000003
ITSA4,ITAUSA,28/12/2017,10.82,2017-12-28,2017,765.35,97.0141,40.9,966.37,1049.692562
ITUB4,ITAUUNIBANCO,28/12/2017,42.58,2017-12-28,2017,1773.43,98.04135,368.61,23234.4,4174.600683
JBSS3,JBS,28/12/2017,9.81,2017-12-28,2017,498.08931,22.1811637,-0.60514,2081.10628,217.597215897
KLBN11,KLABIN S/A,28/12/2017,17.6,2017-12-28,2017,115.68266,56.178927560000005,66.47028,475.77358,988.7491250560001
KROT3,COGNA ON,28/12/2017,18.4,2017-12-28,2017,132.41388,18.766062100000003,3.05191,263.96751,345.29554264
LAME4,LOJAS AMERIC,28/12/2017,17.05,2017-12-28,2017,160.66695,18.85307731,11.26807,437.36188,321.4449681355
LREN3,LOJAS RENNER,28/12/2017,35.49,2017-12-28,2017,100.87515,9.91227,14.07401,211.48892,351.7864623
MRFG3,MARFRIG,28/12/2017,7.32,2017-12-28,2017,264.49609,6.6,97.19529,1361.04323,48.312
MRVE3,MRV,28/12/2017,15.04,2017-12-28,2017,65.74308,4.83233,4.60023,226.01329,72.6782432
MULT3,MULTIPLAN,28/12/2017,70.9,2017-12-28,2017,65.82543,6.00760875,10.5195,108.77311,425.93946037500007
NATU3,NATURA,28/12/2017,33.06,2017-12-28,2017,59.92553,9.20205,15.84207,246.488,304.21977300000003
PCAR4,P.ACUCAR-CBD,28/12/2017,78.93,2017-12-28,2017,137.33,2.70139,-3.6,438.39,213.2207127
PETR3,PETROBRAS,28/12/2017,16.91,2017-12-28,2017,3643.85,130.4449693,2929.64,9767.09,2205.824430863
PETR4,PETROBRAS,28/12/2017,16.1,2017-12-28,2017,3643.85,130.4449693,2929.64,9767.09,2100.16400573
QUAL3,QUALICORP,28/12/2017,31.0,2017-12-28,2017,13.56594,2.84014325,3.67181,45.12028,88.04444075
RADL3,RAIADROGASIL,28/12/2017,91.8,2017-12-28,2017,54.02941,16.5193,18.40145,171.85306,1516.47174
RAIL3,RUMO S.A.,28/12/2017,12.97,2017-12-28,2017,154.1045,18.54158791,29.9571,459.51745,240.48439519270002
RENT3,LOCALIZA,28/12/2017,22.06,2017-12-28,2017,205.70605,9.84159,45.29339,656.56631,217.1054754
SANB11,SANTANDER BR,28/12/2017,31.88,2017-12-28,2017,1106.80176,74.98531,193.75548,9854.50829,2390.5316828
SBSP3,SABESP,28/12/2017,34.33,2017-12-28,2017,273.33533,6.835098690000001,46.20613,572.07765,234.6489380277
SMLS3,SMILES,28/12/2017,75.9,2017-12-28,2017,6.79678,1.24158953,2.73535,27.34722,94.236645327
SUZB3,SUZANO S.A.,28/12/2017,18.69,2017-12-28,2017,331.66365,13.61263584,219.38413,1331.97968,254.42016384960002
TAEE11,TAESA,28/12/2017,21.34,2017-12-28,2017,65.70476,10.33497,18.76401,173.09081,220.5482598
TIMP3,TIM PART S/A,28/12/2017,13.1,2017-12-28,2017,228.47754,24.210324789999998,30.53069,398.31158,317.15525474899994
UGPA3,ULTRAPAR,28/12/2017,75.0,2017-12-28,2017,121.74968,11.151730800000001,33.36752,364.41003,836.3798100000001
VALE3,VALE,28/12/2017,40.26,2017-12-28,2017,1948.94,47.78889,887.1,4533.87,1923.9807114
VIVT4,TELEF BRASIL,28/12/2017,48.62,2017-12-28,2017,684.55847,16.769382710000002,66.21653,1191.21483,815.3273873602001
WEGE3,WEG,28/12/2017,24.11,2017-12-28,2017,152.48355,41.97317998,50.51587,281.3466,1011.9733693177999
ABEV3,AMBEV S/A,28/12/2016,16.23,2016-12-28,2016,833.27827,157.50217,176.87946,1379.58083,2556.2602191
BBAS3,BRASIL,28/12/2016,27.69,2016-12-28,2016,1630.77123,28.6541702,331.90566,20077.27977,793.433972838
BBDC3,BRADESCO,28/12/2016,28.62,2016-12-28,2016,1587.41264,106.58488,228.54023,17996.15675,3050.4592656
BBDC4,BRADESCO,28/12/2016,28.53,2016-12-28,2016,1587.41264,106.58488,228.54023,17996.15675,3040.8666264
BBSE3,BBSEGURIDADE,28/12/2016,27.99,2016-12-28,2016,75.96101,20.0,36.81904,161.29832,559.8
BRAP4,BRADESPAR,28/12/2016,15.18,2016-12-28,2016,74.77001,3.93097,-0.51947,80.62022,59.6721246
BRFS3,BRF SA,28/12/2016,47.66,2016-12-28,2016,118.22869,10.824732460000002,-1.37365,578.54447,515.9067490436
BRML3,BR MALLS PAR,28/12/2016,11.75,2016-12-28,2016,112.65549,8.28274,8.75741,181.42137,97.32219500000001
BVMF3,B3,28/12/2016,16.5,2016-12-28,2016,202.83143,60.99,55.72314,475.94773,1006.335
CCRO3,CCR SA,28/12/2016,15.43,2016-12-28,2016,118.2275,20.2,98.58064,505.473,311.686
CIEL3,CIELO,28/12/2016,27.56,2016-12-28,2016,138.16772,27.168150609999998,26.84986,1097.84818,748.7542308115999
CMIG4,CEMIG,28/12/2016,7.51,2016-12-28,2016,217.83266,22.01371,48.44634,536.70837,165.32296209999998
CPFE3,CPFL ENERGIA,28/12/2016,25.11,2016-12-28,2016,175.39944,11.522544400000001,97.40386,711.46081,289.331089884
CSAN3,COSAN,28/12/2016,37.76,2016-12-28,2016,481.69399,18.74070932,74.83843,1344.84992,707.6491839232
CSNA3,SID NACIONAL,28/12/2016,10.82,2016-12-28,2016,218.16044,13.26093947,74.03545,853.54359,143.4833650654
CTIP3,CETIP,28/12/2016,44.59,2016-12-28,2016,14.86255,2.62978823,4.54131,34.49512,117.2622571757
CYRE3,CYRELA REALT,28/12/2016,10.32,2016-12-28,2016,76.99331,3.99743,6.96204,165.60139,41.253477600000004
ECOR3,ECORODOVIAS,28/12/2016,7.97,2016-12-28,2016,25.1868,6.96334,15.42383,181.08909,55.497819799999995
