ticker,nome_da_empresa,data_da_analise,patrimonio_liquido,quant_on_pn,ebit12_meses,preco_de_fechamento,ativo_total,fator_cotacao,retorno12_meses
ITUB4,ITAUUNIBANCO,27/12/2019,181519000000,9804135000,35983000000,"37,3","2,388492E+12",1,"5,07042253514"
JBSS3,JBS,27/12/2019,48067967000,2218116370,16558463000,"26,4",200211568000,1,"127,80844847"
KLBN11,KLABIN S/A,27/12/2019,12762792000,5617892756,6783862000,"18,53",49381534000,1,"22,8354979395"
LAME4,LOJAS AMERIC,27/12/2019,16066695000,1885307731,1126807000,"26,09",43736188000,1,"33,8477431313"
LREN3,LOJAS RENNER,27/12/2019,9665782000,963227000,1236898000,"56,1",19691820000,1,"47,4078448951"
MGLU3,MAGAZ LUIZA,27/12/2019,10290687000,6748926848,753417000,"48,73",34216568000,1,"116,911066169"
MRFG3,MARFRIG,27/12/2019,24665431000,660000000,7140513000,"9,76",131530716000,1,"78,7545787542"
MRVE3,MRV,27/12/2019,6705646000,483233000,318692000,"21,94",22739681000,1,"89,021395933"
MULT3,MULTIPLAN,27/12/2019,6723484000,600760875,1268290000,"33,04",11050632000,1,"38,1480287238"
NTCO3,GRUPO NATURA,27/12/2019,22026231000,1383206000,-296814000,"38,87",53192432000,1,[]
PCAR4,P.ACUCAR-CBD,27/12/2019,13667000000,270139000,-690000000,"88,42",43454000000,1,"9,1874536922"
PETR3,PETROBRAS,27/12/2019,403405000000,13044496930,289398000000,"32,17",978577000000,1,"28,7914131352"
PETR4,PETROBRAS,27/12/2019,403405000000,13044496930,289398000000,"30,52",978577000000,1,"39,0246379345"
QUAL3,QUALICORP,27/12/2019,1375870000,284014325,303757000,"37,67",4607925000,1,"248,336525336"
RADL3,RAIADROGASIL,27/12/2019,5523652000,1651930000,1999644000,"109,92",18249424000,1,"93,8690720797"
RAIL3,RUMO S.A.,27/12/2019,15487460000,1854158791,3202312000,"26,87",45466781000,1,"58,0588235293"
RENT3,LOCALIZA,27/12/2019,20853910000,988436000,5217016000,"47,96",66364903000,1,"70,9992828613"
SANB11,SANTANDER BR,27/12/2019,112529100000,7498531000,15995913000,"48,5","1,025113074E+12",1,"18,7941903944"
SBSP3,SABESP,27/12/2019,28080745000,683509869,4878257000,"61,83",56926791000,1,"101,187464794"
SMLS3,SMILES,27/12/2019,679678000,124158953,273535000,"39,69",2734722000,1,"-2,62238716883"
SUZB3,SUZANO S.A.,27/12/2019,38301794000,1324117615,22831407000,40,135371221000,1,"6,19298221045"
TAEE11,TAESA,27/12/2019,6491155000,1033497000,1733985000,"30,92",18436499000,1,"31,0169491523"
TIMP3,TIM PART S/A,27/12/2019,22847754000,2421032479,3053069000,"15,59",39831158000,1,"31,5611814346"
UGPA3,ULTRAPAR,27/12/2019,12369547000,1115204291,3452700000,"25,72",33808035000,1,"-0,867444697657"
VALE3,VALE,27/12/2019,197477000000,4539007000,69271000000,"53,6",444773000000,1,"7,88296009113"
VIVT4,TELEF BRASIL,27/12/2019,68820424000,1663556731,6866537000,"58,48",121842519000,1,"34,3418316096"
VVAR3,VIA,27/12/2019,5064000000,1598431000,1001000000,"11,5",34253000000,1,"161,958997722"
WEGE3,WEG,27/12/2019,15300329000,4197317998,5491192000,"35,34",28920083000,1,"104,639667162"
YDUQ3,YDUQS PART,27/12/2019,3114113000,309088000,707115000,"48,8",9573709000,1,"105,387205386"
ABEV3,AMBEV S/A,28/12/2018,86436867000,15753833000,18412913000,"15,38",135466722000,1,"-25,3653162847"
B3SA3,B3,28/12/2018,20559657000,6099000000,5501567000,"26,81",45806400000,1,"21,30458256"
BBAS3,BRASIL,28/12/2018,168133312000,2865417020,36731922000,"46,49","2,089927595E+12",1,"52,4145010562"
BBDC3,BRADESCO,28/12/2018,163046282000,10658488000,18568353000,"33,85","1,828731521E+12",1,"20,1773310578"
BBDC4,BRADESCO,28/12/2018,163046282000,10658488000,18568353000,"38,65","1,828731521E+12",1,"29,8868408476"
BBSE3,BBSEGURIDADE,28/12/2018,10047334000,2000000000,3844609000,"27,59",14397844000,1,"8,43335410035"
BRAP4,BRADESPAR,28/12/2018,7434838000,393097000,-52026000,"31,69",8017832000,1,"14,3721711471"
BRFS3,BRF SA,28/12/2018,10857054000,1078116849,210368000,"21,93",57742806000,1,"-40,081967213"
BRML3,BR MALLS PAR,28/12/2018,11392188000,828274000,842056000,"13,07",18005279000,1,"4,1805450649"
BTOW3,AMERICANAS,28/12/2018,14705555000,909774507,1165519000,"42,02",47084128000,1,"104,975609757"
CCRO3,CCR SA,28/12/2018,12454743000,2020000000,5238979000,"11,2",50784482000,1,"-26,8363371001"
CIEL3,CIELO,28/12/2018,14074509000,2716815061,2998070000,"8,89",100074287000,1,"-58,1474840921"
CMIG4,CEMIG,28/12/2018,22797430000,2201371000,5102422000,"13,86",54085360000,1,"116,76010869"
CSAN3,COSAN,28/12/2018,47493020000,1874070932,8402310000,"33,46",131954488000,1,"-17,0584980778"
CSNA3,SID NACIONAL,28/12/2018,21692851000,1326093947,4426482000,"8,84",86595892000,1,"13,2151327827"
CVCB3,CVC BRASIL,28/12/2018,190218000,277247309,-57044000,"61,18",3732732000,1,"27,2485661154"
CYRE3,CYRELA REALT,28/12/2018,7870905000,399743000,699112000,"15,47",16321140000,1,"26,6295230918"
ECOR3,ECORODOVIAS,28/12/2018,2631712000,696334000,1826187000,"9,38",19277195000,1,"-17,7764512112"
EGIE3,ENGIE BRASIL,28/12/2018,9248206000,815927740,5193568000,"33,02",39605625000,1,"-7,012109265"
ELET3,ELETROBRAS,28/12/2018,111017341000,2307099000,6274467000,"24,23",267830877000,1,"25,284384695"
EMBR3,EMBRAER,28/12/2018,14082568000,740465000,-654119000,"21,68",53129321000,1,"9,03383535164"
ENBR3,ENERGIAS BR,28/12/2018,12366216000,581165000,3220950000,"14,75",37252581000,1,"9,30431142364"
EQTL3,EQUATORIAL,28/12/2018,20867323000,1129315455,5881363000,"74,56",92834649000,1,"15,5514042056"
ESTC3,YDUQS PART,28/12/2018,3114113000,309088000,707115000,"23,76",9573709000,1,"-22,4487438601"
FIBR3,FIBRIA,28/12/2018,14222844000,553733881,6720798000,"67,6",40818649000,1,"52,6368864408"
FLRY3,FLEURY,28/12/2018,2807985000,367197096,729767000,"19,78",7863880000,1,"-30,8830354322"
GGBR4,GERDAU,28/12/2018,48802167000,1757067050,15833150000,"14,82",75746608000,1,"19,7092084007"
GOAU4,GERDAU MET,28/12/2018,49822526000,1033840804,15770630000,"6,94",76759564000,1,"23,0538551639"
GOLL4,GOL,28/12/2018,-21040743000,3200516077,1276468000,"25,1",16993858000,1,"71,9178082193"
HYPE3,HYPERA,28/12/2018,10817187000,633420823,2531682000,"30,2",22517989000,1,"-11,1377732503"
IGTA3,IGUATEMI,28/12/2018,3087941000,181843316,516367000,"41,6",6903382000,1,"7,60327026861"
ITSA4,ITAUSA,28/12/2018,77419000000,9701410000,3061000000,"12,08",97875000000,1,"32,4034126091"
ITUB4,ITAUUNIBANCO,28/12/2018,181519000000,9804135000,35983000000,"35,5","2,388492E+12",1,"-16,6275246594"
JBSS3,JBS,28/12/2018,48067967000,2218116370,16558463000,"11,59",200211568000,1,"18,7797198948"
KLBN11,KLABIN S/A,28/12/2018,12762792000,5617892756,6783862000,"15,88",49381534000,1,"-4,51616511408"
KROT3,COGNA ON,28/12/2018,13289154000,1876606210,405666000,"8,87",25825690000,1,"-50,0890939081"
LAME4,LOJAS AMERIC,28/12/2018,16066695000,1885307731,1126807000,"19,7",43736188000,1,"16,0812430057"
LOGG3,LOG COM PROP,28/12/2018,3694715000,102159000,411986000,"18,02",6006682000,1,[]
LREN3,LOJAS RENNER,28/12/2018,9665782000,963227000,1236898000,"42,4",19691820000,1,"21,1042580033"
MGLU3,MAGAZ LUIZA,28/12/2018,10290687000,6748926848,753417000,"181,07",34216568000,1,"126,339120411"
MRFG3,MARFRIG,28/12/2018,24665431000,660000000,7140513000,"5,46",131530716000,1,"-25,4098360652"
MRVE3,MRV,28/12/2018,6705646000,483233000,318692000,"12,36",22739681000,1,"-11,1721952838"
MULT3,MULTIPLAN,28/12/2018,6723484000,600760875,1268290000,"24,31",11050632000,1,"4,64245936032"
NATU3,NATURA,28/12/2018,6077038000,920205000,1587235000,45,24475391000,1,"37,4439343884"
PCAR4,P.ACUCAR-CBD,28/12/2018,13667000000,270139000,-690000000,"80,98",43454000000,1,"2,59723805895"
PETR3,PETROBRAS,28/12/2018,403405000000,13044496930,289398000000,"25,4",978577000000,1,"51,668181113"
PETR4,PETROBRAS,28/12/2018,403405000000,13044496930,289398000000,"22,68",978577000000,1,"46,8384919437"
QUAL3,QUALICORP,28/12/2018,1375870000,284014325,303757000,"12,89",4607925000,1,"-56,9040125934"
RADL3,RAIADROGASIL,28/12/2018,5523652000,1651930000,1999644000,"57,15",18249424000,1,"-37,1710457203"
RAIL3,RUMO S.A.,28/12/2018,15487460000,1854158791,3202312000,17,45466781000,1,"31,0717039327"
RENT3,LOCALIZA,28/12/2018,20853910000,988436000,5217016000,"29,75",66364903000,1,"36,2989415335"
SANB11,SANTANDER BR,28/12/2018,112529100000,7498531000,15995913000,"42,7","1,025113074E+12",1,"41,2164494155"
SBSP3,SABESP,28/12/2018,28080745000,683509869,4878257000,"31,5",56926791000,1,"-5,51809971508"
SMLS3,SMILES,28/12/2018,679678000,124158953,273535000,"43,77",2734722000,1,"-39,3077455271"
SUZB3,SUZANO S.A.,28/12/2018,38301794000,1324117615,22831407000,"38,08",135371221000,1,"104,729187507"
TAEE11,TAESA,28/12/2018,6491155000,1033497000,1733985000,"23,6",18436499000,1,"10,5904404874"
TIMP3,TIM PART S/A,28/12/2018,22847754000,2421032479,3053069000,"11,85",39831158000,1,"-9,54198473282"
UGPA3,ULTRAPAR,28/12/2018,12369547000,1115204291,3452700000,"53,2",33808035000,1,"-27,2632022822"
VALE3,VALE,28/12/2018,197477000000,4539007000,69271000000,51,444773000000,1,"31,8084272391"
VIVT4,TELEF BRASIL,28/12/2018,68820424000,1663556731,6866537000,"46,23",121842519000,1,"4,43107962116"
VVAR3,VIA,28/12/2018,5064000000,1598431000,1001000000,"4,39",34253000000,1,"-44,5587101875"
WEGE3,WEG,28/12/2018,15300329000,4197317998,5491192000,"17,54",28920083000,1,"-3,7391966895"
ABEV3,AMBEV S/A,28/12/2017,86436867000,15753833000,18412913000,"21,28",135466722000,1,"33,4128775471"
BBAS3,BRASIL,28/12/2017,168133312000,2865417020,36731922000,"31,82","2,089927595E+12",1,"16,8482202724"
BBDC3,BRADESCO,28/12/2017,163046282000,10658488000,18568353000,"32,06","1,828731521E+12",1,"25,6074097681"
BBDC4,BRADESCO,28/12/2017,163046282000,10658488000,18568353000,"33,85","1,828731521E+12",1,"33,4573295399"
BBSE3,BBSEGURIDADE,28/12/2017,10047334000,2000000000,3844609000,"28,49",14397844000,1,"6,87380210274"
BRAP4,BRADESPAR,28/12/2017,7434838000,393097000,-52026000,"28,72",8017832000,1,"104,884163534"
BRFS3,BRF SA,28/12/2017,10857054000,1078116849,210368000,"36,6",57742806000,1,"-24,1450777203"
BRML3,BR MALLS PAR,28/12/2017,11392188000,828274000,842056000,"12,73",18005279000,1,"23,3309032744"
BVMF3,B3,28/12/2017,20559657000,6099000000,5501567000,"22,78",45806400000,1,"40,9565645046"
CCRO3,CCR SA,28/12/2017,12454743000,2020000000,5238979000,"16,15",50784482000,1,"4,76821238265"
CIEL3,CIELO,28/12/2017,14074509000,2716815061,2998070000,"23,52",100074287000,1,"4,89182680731"
CMIG4,CEMIG,28/12/2017,22797430000,2201371000,5102422000,"6,87",54085360000,1,"-8,46641442998"
CPFE3,CPFL ENERGIA,28/12/2017,19185907000,1152254440,10594153000,"19,35",72470214000,1,"-22,5785379937"
CSAN3,COSAN,28/12/2017,47493020000,1874070932,8402310000,"41,5",131954488000,1,"11,5824399397"
CSNA3,SID NACIONAL,28/12/2017,21692851000,1326093947,4426482000,"8,38",86595892000,1,"-22,7649769587"
CYRE3,CYRELA REALT,28/12/2017,7870905000,399743000,699112000,"13,22",16321140000,1,"29,6483146955"
ECOR3,ECORODOVIAS,28/12/2017,2631712000,696334000,1826187000,"12,3",19277195000,1,"55,5286571456"
EGIE3,ENGIE BRASIL,28/12/2017,9248206000,815927740,5193568000,"35,51",39605625000,1,"1,45714285714"
ELET3,ELETROBRAS,28/12/2017,111017341000,2307099000,6274467000,"19,34",267830877000,1,"-15,2126260412"
EMBR3,EMBRAER,28/12/2017,14082568000,740465000,-654119000,20,53129321000,1,"27,2577441162"
ENBR3,ENERGIAS BR,28/12/2017,12366216000,581165000,3220950000,14,37252581000,1,"5,41633544652"
EQTL3,EQUATORIAL,28/12/2017,20867323000,1129315455,5881363000,"65,65",92834649000,1,"21,910927528"
ESTC3,YDUQS PART,28/12/2017,3114113000,309088000,707115000,"32,82",9573709000,1,"111,330407281"
FIBR3,FIBRIA,28/12/2017,14222844000,553733881,6720798000,"47,85",40818649000,1,"53,7299658259"
GGBR4,GERDAU,28/12/2017,48802167000,1757067050,15833150000,"12,38",75746608000,1,"14,6296296296"
GOAU4,GERDAU MET,28/12/2017,49822526000,1033840804,15770630000,"5,79",76759564000,1,"21,1255186721"
HYPE3,HYPERA,28/12/2017,10817187000,633420823,2531682000,36,22517989000,1,"47,549856956"
ITSA4,ITAUSA,28/12/2017,77419000000,9701410000,3061000000,"10,82",97875000000,1,"36,8240309128"
ITUB4,ITAUUNIBANCO,28/12/2017,181519000000,9804135000,35983000000,"42,58","2,388492E+12",1,"25,7902511079"
JBSS3,JBS,28/12/2017,48067967000,2218116370,16558463000,"9,81",200211568000,1,"-13,6701568389"
KLBN11,KLABIN S/A,28/12/2017,12762792000,5617892756,6783862000,"17,6",49381534000,1,"2,70547075454"
KROT3,COGNA ON,28/12/2017,13289154000,1876606210,405666000,"18,4",25825690000,1,"41,7626444425"
LAME4,LOJAS AMERIC,28/12/2017,16066695000,1885307731,1126807000,"17,05",43736188000,1,"0,44027569331"
LREN3,LOJAS RENNER,28/12/2017,9665782000,963227000,1236898000,"35,49",19691820000,1,"70,8167630557"
MRFG3,MARFRIG,28/12/2017,24665431000,660000000,7140513000,"7,32",131530716000,1,"10,7413010591"
MRVE3,MRV,28/12/2017,6705646000,483233000,318692000,"15,04",22739681000,1,"43,6752729439"
MULT3,MULTIPLAN,28/12/2017,6723484000,600760875,1268290000,"70,9",11050632000,1,"21,5113290803"
NATU3,NATURA,28/12/2017,6077038000,920205000,1587235000,"33,06",24475391000,1,"45,1863594982"
PCAR4,P.ACUCAR-CBD,28/12/2017,13667000000,270139000,-690000000,"78,93",43454000000,1,"44,1643835617"
PETR3,PETROBRAS,28/12/2017,403405000000,13044496930,289398000000,"16,91",978577000000,1,"-0,177095631698"
PETR4,PETROBRAS,28/12/2017,403405000000,13044496930,289398000000,"16,1",978577000000,1,"8,27168796226"
QUAL3,QUALICORP,28/12/2017,1375870000,284014325,303757000,31,4607925000,1,"69,2700001045"
RADL3,RAIADROGASIL,28/12/2017,5523652000,1651930000,1999644000,"91,8",18249424000,1,"51,3253673674"
RAIL3,RUMO S.A.,28/12/2017,15487460000,1854158791,3202312000,"12,97",45466781000,1,"48,3981693361"
RENT3,LOCALIZA,28/12/2017,20853910000,988436000,5217016000,"22,06",66364903000,1,"106,069320762"
SANB11,SANTANDER BR,28/12/2017,112529100000,7498531000,15995913000,"31,88","1,025113074E+12",1,"14,2615671374"
SBSP3,SABESP,28/12/2017,28080745000,683509869,4878257000,"34,33",56926791000,1,"23,7883647746"
SMLS3,SMILES,28/12/2017,679678000,124158953,273535000,"75,9",2734722000,1,[]
SUZB3,SUZANO S.A.,28/12/2017,38301794000,1324117615,22831407000,"18,69",135371221000,1,[]
TAEE11,TAESA,28/12/2017,6491155000,1033497000,1733985000,"21,34",18436499000,1,"2,89296046294"
TIMP3,TIM PART S/A,28/12/2017,22847754000,2421032479,3053069000,"13,1",39831158000,1,"67,3052362708"
UGPA3,ULTRAPAR,28/12/2017,12369547000,1115204291,3452700000,75,33808035000,1,"12,3967766464"
VALE3,VALE,28/12/2017,197477000000,4539007000,69271000000,"40,26",444773000000,1,"63,7364882008"
VIVT4,TELEF BRASIL,28/12/2017,68820424000,1663556731,6866537000,"48,62",121842519000,1,"17,5104016875"
WEGE3,WEG,28/12/2017,15300329000,4197317998,5491192000,"24,11",28920083000,1,"58,5262829897"
ABEV3,AMBEV S/A,28/12/2016,86436867000,15753833000,18412913000,"16,23",135466722000,1,"-7,57352628571"
BBAS3,BRASIL,28/12/2016,168133312000,2865417020,36731922000,"27,69","2,089927595E+12",1,"95,77453774"
BBDC3,BRADESCO,28/12/2016,163046282000,10658488000,18568353000,"28,62","1,828731521E+12",1,"53,7963122278"
BBDC4,BRADESCO,28/12/2016,163046282000,10658488000,18568353000,"28,53","1,828731521E+12",1,"67,327426387"
BBSE3,BBSEGURIDADE,28/12/2016,10047334000,2000000000,3844609000,"27,99",14397844000,1,"23,5116084478"
BRAP4,BRADESPAR,28/12/2016,7434838000,393097000,-52026000,"15,18",8017832000,1,"210,316201497"
BRFS3,BRF SA,28/12/2016,10857054000,1078116849,210368000,"47,66",57742806000,1,"-14,5739792674"
BRML3,BR MALLS PAR,28/12/2016,11392188000,828274000,842056000,"11,75",18005279000,1,"34,0952725421"
BVMF3,B3,28/12/2016,20559657000,6099000000,5501567000,"16,5",45806400000,1,"55,6996875271"
CCRO3,CCR SA,28/12/2016,12454743000,2020000000,5238979000,"15,43",50784482000,1,"25,3746129035"
CIEL3,CIELO,28/12/2016,14074509000,2716815061,2998070000,"27,56",100074287000,1,"-1,3309815097"
CMIG4,CEMIG,28/12/2016,22797430000,2201371000,5102422000,"7,51",54085360000,1,"36,9596365331"
CPFE3,CPFL ENERGIA,28/12/2016,19185907000,1152254440,10594153000,"25,11",72470214000,1,"72,828730374"
CSAN3,COSAN,28/12/2016,47493020000,1874070932,8402310000,"37,76",131954488000,1,"59,2760002373"
CSNA3,SID NACIONAL,28/12/2016,21692851000,1326093947,4426482000,"10,82",86595892000,1,"157,619047619"
CTIP3,CETIP,28/12/2016,1486255000,262978823,454131000,"44,59",3449512000,1,"24,4995385744"
CYRE3,CYRELA REALT,28/12/2016,7870905000,399743000,699112000,"10,32",16321140000,1,"43,1636005021"
ECOR3,ECORODOVIAS,28/12/2016,2631712000,696334000,1826187000,"7,97",19277195000,1,"68,4720779455"
EGIE3,ENGIE BRASIL,28/12/2016,9248206000,815927740,5193568000,"34,8",39605625000,1,"2,95857988166"
