ticker,nome_da_empresa,data_da_analise,patrimonio_liquido,quant_on_pn,ebit12_meses,preco_de_fechamento,ativo_total,fator_cotacao,retorno12_meses
FLRY3,FLEURY,29/12/2022,2807985000,367197096,729767000,"15,45",7863880000,1,"-8,65592434203"
GGBR4,GERDAU,29/12/2022,48802167000,1757067050,15833150000,"29,37",75746608000,1,"22,6316505319"
GOAU4,GERDAU MET,29/12/2022,49822526000,1033840804,15770630000,"12,97",76759564000,1,"26,8359011422"
GOLL4,GOL,29/12/2022,-21040743000,3200516077,1276468000,"7,34",16993858000,1,"-56,8995889608"
HAPV3,HAPVIDA,29/12/2022,48464298000,7144255843,-29834000,"5,08",73393975000,1,"-51,0597302505"
HYPE3,HYPERA,29/12/2022,10817187000,633420823,2531682000,"45,2",22517989000,1,"64,7438935748"
IGTI11,IGUATEMI S.A,29/12/2022,4051669000,1233106910,529515000,"18,5",7998013000,1,"4,0719122728"
IRBR3,IRBBRASIL RE,29/12/2022,4098735000,82263012,-1704138000,"0,86",21321861000,1,"-78,6069651741"
ITSA4,ITAUSA,29/12/2022,77419000000,9701410000,3061000000,"8,51",97875000000,1,"11,4537320202"
ITUB4,ITAUUNIBANCO,29/12/2022,181519000000,9804135000,35983000000,25,"2,388492E+12",1,"24,1803045959"
JBSS3,JBS,29/12/2022,48067967000,2218116370,16558463000,"21,99",200211568000,1,"-38,0000027908"
KLBN11,KLABIN S/A,29/12/2022,12762792000,5617892756,6783862000,"19,97",49381534000,1,"-16,5261059323"
LREN3,LOJAS RENNER,29/12/2022,9665782000,963227000,1236898000,"20,48",19691820000,1,"-13,8076181888"
LWSA3,LOCAWEB,29/12/2022,2986291000,594090098,64789000,"7,02",4704744000,1,"-46,6565349541"
MGLU3,MAGAZ LUIZA,29/12/2022,10290687000,6748926848,753417000,"2,74",34216568000,1,"-62,0498614959"
MRFG3,MARFRIG,29/12/2022,24665431000,660000000,7140513000,"8,7",131530716000,1,"-45,486844361"
MRVE3,MRV,29/12/2022,6705646000,483233000,318692000,"7,6",22739681000,1,"-34,0631353075"
MULT3,MULTIPLAN,29/12/2022,6723484000,600760875,1268290000,"21,9",11050632000,1,"20,7614441148"
NTCO3,GRUPO NATURA,29/12/2022,22026231000,1383206000,-296814000,"11,61",53192432000,1,"-54,0617980519"
PCAR3,P.ACUCAR-CBD,29/12/2022,13667000000,270139000,-690000000,"16,52",43454000000,1,"-22,6998798901"
PETR3,PETROBRAS,29/12/2022,403405000000,13044496930,289398000000,"28,04",978577000000,1,"48,9825257264"
PETR4,PETROBRAS,29/12/2022,403405000000,13044496930,289398000000,"24,5",978577000000,1,"47,3570099845"
PETZ3,PETZ,29/12/2022,1849895000,462471262,140360000,"6,26",3748718000,1,"-61,6515465048"
POSI3,POSITIVO TEC,29/12/2022,1401104000,141800000,593974000,"9,39",3944424000,1,"-9,92956841918"
PRIO3,PETRORIO,29/12/2022,10628965000,887229147,4485343000,"37,21",25623115000,1,"80,0193517174"
QUAL3,QUALICORP,29/12/2022,1375870000,284014325,303757000,"5,87",4607925000,1,"-64,564064719"
RADL3,RAIADROGASIL,29/12/2022,5523652000,1651930000,1999644000,"23,72",18249424000,1,"-1,29076860315"
RAIL3,RUMO S.A.,29/12/2022,15487460000,1854158791,3202312000,"18,61",45466781000,1,"4,90056104552"
RAIZ4,RAIZEN,29/12/2022,22904161000,10352509484,8216433000,"3,74",111551463000,1,"-39,6284916892"
RDOR3,REDE D OR,29/12/2022,23302653000,2289292590,3953277000,"29,58",93329454000,1,"-33,2108278321"
RENT3,LOCALIZA,29/12/2022,20853910000,988436000,5217016000,"53,2",66364903000,1,"2,78326554636"
RRRP3,3R PETROLEUM,29/12/2022,4354939000,203087632,205647000,"37,75",7982238000,1,"12,5186289122"
SANB11,SANTANDER BR,29/12/2022,112529100000,7498531000,15995913000,"28,19","1,025113074E+12",1,"0,850562402237"
SBSP3,SABESP,29/12/2022,28080745000,683509869,4878257000,"57,16",56926791000,1,"45,2165398791"
SLCE3,SLC AGRICOLA,29/12/2022,5557630000,212422599,2187821000,"46,91",15979855000,1,"21,0114323281"
SMTO3,SAO MARTINHO,29/12/2022,5788725000,354011329,2211413000,"26,52",18855766000,1,"-20,0799106442"
SOMA3,GRUPO SOMA,29/12/2022,7466191000,784747373,474098000,"10,14",10772081000,1,"-19,7428471585"
SUZB3,SUZANO S.A.,29/12/2022,38301794000,1324117615,22831407000,"48,24",135371221000,1,"-14,8818121902"
TAEE11,TAESA,29/12/2022,6491155000,1033497000,1733985000,"34,67",18436499000,1,"6,87227699917"
TIMS3,TIM,29/12/2022,25215516000,2420804398,3578914000,"12,4",53465472000,1,"-1,19145049467"
TOTS3,TOTVS,29/12/2022,4587716000,617183181,707095000,"27,62",10235594000,1,"-3,2107668867"
UGPA3,ULTRAPAR,29/12/2022,12369547000,1115204291,3452700000,"12,61",33808035000,1,"-9,49269994634"
VALE3,VALE,29/12/2022,197477000000,4539007000,69271000000,"88,88",444773000000,1,"24,9485659922"
VBBR3,VIBRA,29/12/2022,12695000000,1165000000,3420000000,"15,55",40229000000,1,"-23,6587875217"
VIIA3,VIA,29/12/2022,5064000000,1598431000,1001000000,"2,4",34253000000,1,"-54,2857142857"
VIVT3,TELEF BRASIL,29/12/2022,68820424000,1663556731,6866537000,"38,35",121842519000,1,"-17,1741918141"
WEGE3,WEG,29/12/2022,15300329000,4197317998,5491192000,"38,51",28920083000,1,"18,8505358204"
YDUQ3,YDUQS PART,29/12/2022,3114113000,309088000,707115000,"10,17",9573709000,1,"-50,1609602462"
ABEV3,AMBEV S/A,29/12/2021,86436867000,15753833000,18412913000,"15,45",135466722000,1,"3,06369141175"
ALPA4,ALPARGATAS,29/12/2021,5512355000,683062222,23403000,"36,35",8127527000,1,"-12,8735469686"
AMER3,AMERICANAS,29/12/2021,14705555000,909774507,1165519000,"31,02",47084128000,1,"-58,9736807301"
ASAI3,ASSAI,29/12/2021,3980000000,1350256000,2896000000,"12,84",39089000000,1,[]
AZUL4,AZUL,29/12/2021,-19726752000,1264588466,1747430000,"23,86",17402236000,1,"-39,2875318064"
B3SA3,B3,29/12/2021,20559657000,6099000000,5501567000,"11,08",45806400000,1,"-42,4804958667"
BBAS3,BRASIL,29/12/2021,168133312000,2865417020,36731922000,"28,96","2,089927595E+12",1,"-19,5832019943"
BBDC3,BRADESCO,29/12/2021,163046282000,10658488000,18568353000,"16,29","1,828731521E+12",1,"-22,4108071803"
BBDC4,BRADESCO,29/12/2021,163046282000,10658488000,18568353000,"19,3","1,828731521E+12",1,"-18,273996366"
BBSE3,BBSEGURIDADE,29/12/2021,10047334000,2000000000,3844609000,"20,67",14397844000,1,"-27,316353009"
BEEF3,MINERVA,29/12/2021,1056831000,607283407,2273087000,"10,62",20221388000,1,"15,8759644837"
BIDI11,BANCO INTER,29/12/2021,[],2593598009,7674000,"27,58",[],1,"-15,8983454757"
BIDI4,BANCO INTER,29/12/2021,[],2593598009,7674000,"9,23",[],1,"-15,776391964"
BPAC11,BTGP BANCO,29/12/2021,44207586000,11506119928,5923406000,"20,7",367168994000,1,"-10,4958478062"
BPAN4,BANCO PAN,29/12/2021,7213752000,1273192392,659390000,"10,58",56547200000,1,"11,0178384049"
BRAP4,BRADESPAR,29/12/2021,7434838000,393097000,-52026000,"24,49",8017832000,1,"13,4213514156"
BRFS3,BRF SA,29/12/2021,10857054000,1078116849,210368000,"22,36",57742806000,1,"1,45190562614"
BRML3,BR MALLS PAR,29/12/2021,11392188000,828274000,842056000,"8,16",18005279000,1,"-17,5757575756"
CASH3,MELIUZ,29/12/2021,790190000,865180443,-155632000,"3,01",1247034000,1,"20,4546527633"
CCRO3,CCR SA,29/12/2021,12454743000,2020000000,5238979000,"11,59",50784482000,1,"-12,8142382725"
CIEL3,CIELO,29/12/2021,14074509000,2716815061,2998070000,"2,23",100074287000,1,"-42,6012977604"
CMIG4,CEMIG,29/12/2021,22797430000,2201371000,5102422000,"13,04",54085360000,1,"11,1048038204"
COGN3,COGNA ON,29/12/2021,13289154000,1876606210,405666000,"2,39",25825690000,1,"-48,3801295896"
CPFE3,CPFL ENERGIA,29/12/2021,19185907000,1152254440,10594153000,"26,43",72470214000,1,"-7,37981052228"
CRFB3,CARREFOUR BR,29/12/2021,21665000000,2104765615,4955000000,"14,92",87919000000,1,"-19,4251353581"
CSAN3,COSAN,29/12/2021,47493020000,1874070932,8402310000,"21,46",131954488000,1,"16,6437681777"
CSNA3,SID NACIONAL,29/12/2021,21692851000,1326093947,4426482000,"25,04",86595892000,1,"-18,1025288121"
CVCB3,CVC BRASIL,29/12/2021,190218000,277247309,-57044000,"13,14",3732732000,1,"-36,1516034985"
CYRE3,CYRELA REALT,29/12/2021,7870905000,399743000,699112000,"15,41",16321140000,1,"-45,3982394732"
DXCO3,DEXCO,29/12/2021,6035184000,837059000,1348349000,"14,97",15625433000,1,"-5,70555506639"
ECOR3,ECORODOVIAS,29/12/2021,2631712000,696334000,1826187000,"7,22",19277195000,1,"-45,9985041136"
EGIE3,ENGIE BRASIL,29/12/2021,9248206000,815927740,5193568000,"38,59",39605625000,1,"-12,1756941284"
ELET3,ELETROBRAS,29/12/2021,111017341000,2307099000,6274467000,33,267830877000,1,"-3,20127487762"
EMBR3,EMBRAER,29/12/2021,14082568000,740465000,-654119000,"24,42",53129321000,1,"175,93220339"
ENBR3,ENERGIAS BR,29/12/2021,12366216000,581165000,3220950000,"20,48",37252581000,1,"9,76850765044"
ENEV3,ENEVA,29/12/2021,13933206000,1584572000,1685254000,"14,09",41947742000,1,"-77,31078905"
ENGI11,ENERGISA,29/12/2021,14217278000,2039086540,5754986000,"43,81",61964005000,1,"-12,9771593128"
EQTL3,EQUATORIAL,29/12/2021,20867323000,1129315455,5881363000,"22,46",92834649000,1,"-0,157297223436"
EZTC3,EZTEC,29/12/2021,4567735000,220989103,108518000,"19,96",5601273000,1,"-52,8639381277"
FLRY3,FLEURY,29/12/2021,2807985000,367197096,729767000,"17,65",7863880000,1,"-32,0456127472"
GETT11,GETNET BR,29/12/2021,3619861000,1866722202,617098000,"3,65",55295410000,1,[]
GGBR4,GERDAU,29/12/2021,48802167000,1757067050,15833150000,"27,13",75746608000,1,"10,9611451946"
GNDI3,INTERMEDICA,29/12/2021,7117066000,615242127,397579000,58,17466021000,1,"-25,7047137384"
GOAU4,GERDAU MET,29/12/2021,49822526000,1033840804,15770630000,"11,26",76759564000,1,"22,383566729"
GOLL4,GOL,29/12/2021,-21040743000,3200516077,1276468000,"16,66",16993858000,1,"-33,1996792302"
HAPV3,HAPVIDA,29/12/2021,48464298000,7144255843,-29834000,"10,09",73393975000,1,"-33,5851629289"
HYPE3,HYPERA,29/12/2021,10817187000,633420823,2531682000,"27,96",22517989000,1,"-15,1503576559"
IGTI11,IGUATEMI S.A,29/12/2021,4051669000,1233106910,529515000,"18,18",7998013000,1,[]
IRBR3,IRBBRASIL RE,29/12/2021,4098735000,82263012,-1704138000,"3,93",21321861000,1,"-51,9559902201"
ITSA4,ITAUSA,29/12/2021,77419000000,9701410000,3061000000,"9,03",97875000000,1,"-15,9913138509"
ITUB4,ITAUUNIBANCO,29/12/2021,181519000000,9804135000,35983000000,"21,3","2,388492E+12",1,"-32,658868163"
JBSS3,JBS,29/12/2021,48067967000,2218116370,16558463000,"38,05",200211568000,1,"76,2152748266"
JHSF3,JHSF PART,29/12/2021,5256026000,679328541,853844000,"5,49",10474756000,1,"-25,2338059021"
KLBN11,KLABIN S/A,29/12/2021,12762792000,5617892756,6783862000,"25,65",49381534000,1,"-1,52685739363"
LAME4,LOJAS AMERIC,29/12/2021,16066695000,1885307731,1126807000,"5,85",43736188000,1,"-45,841181812"
LCAM3,LOCAMERICA,29/12/2021,6190432000,809173393,2402594000,"23,25",19667950000,1,"-19,3343461834"
LREN3,LOJAS RENNER,29/12/2021,9665782000,963227000,1236898000,"23,9",19691820000,1,"-38,7880729232"
LWSA3,LOCAWEB,29/12/2021,2986291000,594090098,64789000,"12,51",4704744000,1,"-37,8153349074"
MGLU3,MAGAZ LUIZA,29/12/2021,10290687000,6748926848,753417000,"6,76",34216568000,1,"-72,8861620064"
MRFG3,MARFRIG,29/12/2021,24665431000,660000000,7140513000,"22,92",131530716000,1,"79,7090396149"
MRVE3,MRV,29/12/2021,6705646000,483233000,318692000,"11,74",22739681000,1,"-35,5598510684"
MULT3,MULTIPLAN,29/12/2021,6723484000,600760875,1268290000,"18,41",11050632000,1,"-19,6699530746"
NTCO3,GRUPO NATURA,29/12/2021,22026231000,1383206000,-296814000,"24,97",53192432000,1,"-52,4380952381"
PCAR3,P.ACUCAR-CBD,29/12/2021,13667000000,270139000,-690000000,"21,8",43454000000,1,"-62,6533011126"
PETR3,PETROBRAS,29/12/2021,403405000000,13044496930,289398000000,"30,95",978577000000,1,"31,4353907638"
PETR4,PETROBRAS,29/12/2021,403405000000,13044496930,289398000000,"28,54",978577000000,1,"23,8966455979"
PETZ3,PETZ,29/12/2021,1849895000,462471262,140360000,"16,4",3748718000,1,"-13,9529412509"
PRIO3,PETRORIO,29/12/2021,10628965000,887229147,4485343000,"20,05",25623115000,1,"-71,4346773046"
QUAL3,QUALICORP,29/12/2021,1375870000,284014325,303757000,"16,02",4607925000,1,"-50,4362636423"
RADL3,RAIADROGASIL,29/12/2021,5523652000,1651930000,1999644000,"23,78",18249424000,1,"-4,13118662605"
RAIL3,RUMO S.A.,29/12/2021,15487460000,1854158791,3202312000,"17,5",45466781000,1,"-9,04365904365"
RDOR3,REDE D OR,29/12/2021,23302653000,2289292590,3953277000,"44,35",93329454000,1,"-33,6393448549"
RENT3,LOCALIZA,29/12/2021,20853910000,988436000,5217016000,"52,1",66364903000,1,"-23,860308445"
SANB11,SANTANDER BR,29/12/2021,112529100000,7498531000,15995913000,"30,39","1,025113074E+12",1,"-24,6099240724"
SBSP3,SABESP,29/12/2021,28080745000,683509869,4878257000,"39,85",56926791000,1,"-9,48705856833"
SOMA3,GRUPO SOMA,29/12/2021,7466191000,784747373,474098000,"12,52",10772081000,1,"-6,49738610896"
SULA11,SUL AMERICA,29/12/2021,8367119000,1277533810,-713666000,"25,73",30219218000,1,"-41,2478337461"
SUZB3,SUZANO S.A.,29/12/2021,38301794000,1324117615,22831407000,"59,04",135371221000,1,"0,854116843387"
TAEE11,TAESA,29/12/2021,6491155000,1033497000,1733985000,"36,2",18436499000,1,"8,61086108634"
TIMS3,TIM,29/12/2021,25215516000,2420804398,3578914000,"12,89",53465472000,1,"-8,93657577766"
TOTS3,TOTVS,29/12/2021,4587716000,617183181,707095000,"27,89",10235594000,1,"-1,91994991236"
UGPA3,ULTRAPAR,29/12/2021,12369547000,1115204291,3452700000,"14,4",33808035000,1,"-37,1131987664"
VALE3,VALE,29/12/2021,197477000000,4539007000,69271000000,"77,25",444773000000,1,"3,91766177989"
VBBR3,VIBRA,29/12/2021,12695000000,1165000000,3420000000,"21,1",40229000000,1,"4,12530051082"
VIIA3,VIA,29/12/2021,5064000000,1598431000,1001000000,"5,02",34253000000,1,"-68,9356435644"
VIVT3,TELEF BRASIL,29/12/2021,68820424000,1663556731,6866537000,"48,27",121842519000,1,"12,0261587318"
WEGE3,WEG,29/12/2021,15300329000,4197317998,5491192000,"32,74",28920083000,1,"-12,5532045756"
YDUQ3,YDUQS PART,29/12/2021,3114113000,309088000,707115000,"20,32",9573709000,1,"-38,2746051031"
ABEV3,AMBEV S/A,29/12/2020,86436867000,15753833000,18412913000,"15,95",135466722000,1,"-12,3099621991"
AZUL4,AZUL,29/12/2020,-19726752000,1264588466,1747430000,"37,67",17402236000,1,"-35,3637611532"
B3SA3,B3,29/12/2020,20559657000,6099000000,5501567000,"61,82",45806400000,1,"49,8754589653"
BBAS3,BRASIL,29/12/2020,168133312000,2865417020,36731922000,"39,12","2,089927595E+12",1,"-22,9529146234"
BBDC3,BRADESCO,29/12/2020,163046282000,10658488000,18568353000,"24,68","1,828731521E+12",1,"-18,142933902"
BBDC4,BRADESCO,29/12/2020,163046282000,10658488000,18568353000,"27,53","1,828731521E+12",1,"-13,997246805"
BBSE3,BBSEGURIDADE,29/12/2020,10047334000,2000000000,3844609000,"30,06",14397844000,1,"-10,1508683956"
BEEF3,MINERVA,29/12/2020,1056831000,607283407,2273087000,"10,36",20221388000,1,"-17,2634699983"
BPAC11,BTGP BANCO,29/12/2020,44207586000,11506119928,5923406000,"95,47",367168994000,1,"27,2847704721"
BRAP4,BRADESPAR,29/12/2020,7434838000,393097000,-52026000,"64,06",8017832000,1,"74,488707385"
BRDT3,VIBRA,29/12/2020,12695000000,1165000000,3420000000,"22,11",40229000000,1,"-23,31314415"
BRFS3,BRF SA,29/12/2020,10857054000,1078116849,210368000,"22,5",57742806000,1,"-36,0795454545"
BRML3,BR MALLS PAR,29/12/2020,11392188000,828274000,842056000,"10,06",18005279000,1,"-44,2967884827"
BTOW3,AMERICANAS,29/12/2020,14705555000,909774507,1165519000,"75,7",47084128000,1,"20,426344257"
CCRO3,CCR SA,29/12/2020,12454743000,2020000000,5238979000,"13,77",50784482000,1,"-24,6407755237"
CIEL3,CIELO,29/12/2020,14074509000,2716815061,2998070000,"3,83",100074287000,1,"-54,0682356583"
CMIG4,CEMIG,29/12/2020,22797430000,2201371000,5102422000,"14,47",54085360000,1,"12,4120611685"
COGN3,COGNA ON,29/12/2020,13289154000,1876606210,405666000,"4,69",25825690000,1,"-58,9676290463"
CPFE3,CPFL ENERGIA,29/12/2020,19185907000,1152254440,10594153000,"32,33",72470214000,1,"-3,80967309943"
CRFB3,CARREFOUR BR,29/12/2020,21665000000,2104765615,4955000000,"19,6",87919000000,1,"-14,9666731446"
CSAN3,COSAN,29/12/2020,47493020000,1874070932,8402310000,77,131954488000,1,"13,0368622168"
CSNA3,SID NACIONAL,29/12/2020,21692851000,1326093947,4426482000,"32,55",86595892000,1,"130,940403054"
CVCB3,CVC BRASIL,29/12/2020,190218000,277247309,-57044000,"19,73",3732732000,1,"-54,9543378995"
CYRE3,CYRELA REALT,29/12/2020,7870905000,399743000,699112000,"29,17",16321140000,1,"4,35064298039"
ECOR3,ECORODOVIAS,29/12/2020,2631712000,696334000,1826187000,"13,46",19277195000,1,"-17,4233128835"
EGIE3,ENGIE BRASIL,29/12/2020,9248206000,815927740,5193568000,"44,49",39605625000,1,"-12,4212598425"
ELET3,ELETROBRAS,29/12/2020,111017341000,2307099000,6274467000,"36,58",267830877000,1,"0,888677757972"
EMBR3,EMBRAER,29/12/2020,14082568000,740465000,-654119000,"8,63",53129321000,1,"-56,2595032945"
ENBR3,ENERGIAS BR,29/12/2020,12366216000,581165000,3220950000,"19,83",37252581000,1,"-7,55563014953"
ENGI11,ENERGISA,29/12/2020,14217278000,2039086540,5754986000,"51,37",61964005000,1,"-2,87049048969"
EQTL3,EQUATORIAL,29/12/2020,20867323000,1129315455,5881363000,"22,98",92834649000,1,"2,15111611964"
EZTC3,EZTEC,29/12/2020,4567735000,220989103,108518000,"43,27",5601273000,1,"-15,8875288189"
FLRY3,FLEURY,29/12/2020,2807985000,367197096,729767000,"27,31",7863880000,1,"-8,3199900965"
GGBR4,GERDAU,29/12/2020,48802167000,1757067050,15833150000,"24,5",75746608000,1,"22,5000000009"
GNDI3,INTERMEDICA,29/12/2020,7117066000,615242127,397579000,"79,97",17466021000,1,"17,5763507262"
GOAU4,GERDAU MET,29/12/2020,49822526000,1033840804,15770630000,"11,3",76759564000,1,"23,9249064597"
GOLL4,GOL,29/12/2020,-21040743000,3200516077,1276468000,"24,48",16993858000,1,"-33,4782608698"
HAPV3,HAPVIDA,29/12/2020,48464298000,7144255843,-29834000,"15,52",73393975000,1,"22,035774545"
HGTX3,CIA HERING,29/12/2020,1704935000,162534000,-8613000,"17,54",2457826000,1,"-47,0953163841"
HYPE3,HYPERA,29/12/2020,10817187000,633420823,2531682000,"34,7",22517989000,1,"0,794088892078"
IGTA3,IGUATEMI,29/12/2020,3087941000,181843316,516367000,"36,86",6903382000,1,"-29,6394895629"
IRBR3,IRBBRASIL RE,29/12/2020,4098735000,82263012,-1704138000,"8,21",21321861000,1,"-78,5600681328"
ITSA4,ITAUSA,29/12/2020,77419000000,9701410000,3061000000,"11,87",97875000000,1,"-11,1761464995"
ITUB4,ITAUUNIBANCO,29/12/2020,181519000000,9804135000,35983000000,"32,1","2,388492E+12",1,"-13,4770889487"
JBSS3,JBS,29/12/2020,48067967000,2218116370,16558463000,"24,01",200211568000,1,"-4,78613873273"
KLBN11,KLABIN S/A,29/12/2020,12762792000,5617892756,6783862000,"25,58",49381534000,1,"39,0966318891"
LAME4,LOJAS AMERIC,29/12/2020,16066695000,1885307731,1126807000,"26,21",43736188000,1,"1,21406290263"
LREN3,LOJAS RENNER,29/12/2020,9665782000,963227000,1236898000,"44,13",19691820000,1,"-20,8434637105"
MGLU3,MAGAZ LUIZA,29/12/2020,10290687000,6748926848,753417000,"25,28",34216568000,1,"112,390915133"
MRFG3,MARFRIG,29/12/2020,24665431000,660000000,7140513000,"14,72",131530716000,1,"47,7911646591"
MRVE3,MRV,29/12/2020,6705646000,483233000,318692000,"19,2",22739681000,1,"-9,17313536526"
MULT3,MULTIPLAN,29/12/2020,6723484000,600760875,1268290000,"23,36",11050632000,1,"-27,7477640846"
NTCO3,GRUPO NATURA,29/12/2020,22026231000,1383206000,-296814000,"51,94",53192432000,1,"34,3160072401"
PCAR3,P.ACUCAR-CBD,29/12/2020,13667000000,270139000,-690000000,"75,37",43454000000,1,"-14,4483350921"
PETR3,PETROBRAS,29/12/2020,403405000000,13044496930,289398000000,"28,67",978577000000,1,"-9,49868651194"
PETR4,PETROBRAS,29/12/2020,403405000000,13044496930,289398000000,"28,27",978577000000,1,"-6,32683729192"
PRIO3,PETRORIO,29/12/2020,10628965000,887229147,4485343000,"67,82",25623115000,1,"105,142165759"
QUAL3,QUALICORP,29/12/2020,1375870000,284014325,303757000,"35,67",4607925000,1,"-3,32423511103"
RADL3,RAIADROGASIL,29/12/2020,5523652000,1651930000,1999644000,"25,3",18249424000,1,"13,9540885555"
RAIL3,RUMO S.A.,29/12/2020,15487460000,1854158791,3202312000,"19,53",45466781000,1,"-25,1724137931"
RENT3,LOCALIZA,29/12/2020,20853910000,988436000,5217016000,"67,06",66364903000,1,"42,517362835"
SANB11,SANTANDER BR,29/12/2020,112529100000,7498531000,15995913000,"46,21","1,025113074E+12",1,"-0,164212253587"
SBSP3,SABESP,29/12/2020,28080745000,683509869,4878257000,"44,74",56926791000,1,"-23,6247343811"
SULA11,SUL AMERICA,29/12/2020,8367119000,1277533810,-713666000,"44,45",30219218000,1,"-20,9953023886"
SUZB3,SUZANO S.A.,29/12/2020,38301794000,1324117615,22831407000,"57,21",135371221000,1,"44,178427419"
TAEE11,TAESA,29/12/2020,6491155000,1033497000,1733985000,"33,55",18436499000,1,"7,6010262988"
TIMS3,TIM,29/12/2020,25215516000,2420804398,3578914000,"14,88",53465472000,1,[]
TOTS3,TOTVS,29/12/2020,4587716000,617183181,707095000,"28,06",10235594000,1,"31,5138341791"
UGPA3,ULTRAPAR,29/12/2020,12369547000,1115204291,3452700000,"24,11",33808035000,1,"-4,1758366284"
VALE3,VALE,29/12/2020,197477000000,4539007000,69271000000,"87,07",444773000000,1,"70,1871382989"
VIVT3,TELEF BRASIL,29/12/2020,68820424000,1663556731,6866537000,"45,2",121842519000,1,"0,72572629679"
VVAR3,VIA,29/12/2020,5064000000,1598431000,1001000000,"16,58",34253000000,1,"48,4333034915"
WEGE3,WEG,29/12/2020,15300329000,4197317998,5491192000,"75,15",28920083000,1,"118,566302217"
YDUQ3,YDUQS PART,29/12/2020,3114113000,309088000,707115000,"33,26",9573709000,1,"-29,9789473681"
ABEV3,AMBEV S/A,27/12/2019,86436867000,15753833000,18412913000,"19,16",135466722000,1,"27,8493016096"
AZUL4,AZUL,27/12/2019,-19726752000,1264588466,1747430000,"57,8",17402236000,1,"60,555555556"
B3SA3,B3,27/12/2019,20559657000,6099000000,5501567000,"44,21",45806400000,1,"68,3463583734"
BBAS3,BRASIL,27/12/2019,168133312000,2865417020,36731922000,"52,97","2,089927595E+12",1,"19,9818302586"
BBDC3,BRADESCO,27/12/2019,163046282000,10658488000,18568353000,"34,13","1,828731521E+12",1,"27,978125982"
BBDC4,BRADESCO,27/12/2019,163046282000,10658488000,18568353000,"36,22","1,828731521E+12",1,"19,0277970252"
BBSE3,BBSEGURIDADE,27/12/2019,10047334000,2000000000,3844609000,"37,84",14397844000,1,"44,1452194536"
BPAC11,BTGP BANCO,27/12/2019,44207586000,11506119928,5923406000,"75,8",367168994000,1,"233,894638267"
BRAP4,BRADESPAR,27/12/2019,7434838000,393097000,-52026000,"39,17",8017832000,1,"28,5655347633"
BRDT3,VIBRA,27/12/2019,12695000000,1165000000,3420000000,"30,43",40229000000,1,"32,4724608738"
BRFS3,BRF SA,27/12/2019,10857054000,1078116849,210368000,"35,24",57742806000,1,"60,6931144552"
BRML3,BR MALLS PAR,27/12/2019,11392188000,828274000,842056000,"17,98",18005279000,1,"47,0986060295"
BTOW3,AMERICANAS,27/12/2019,14705555000,909774507,1165519000,"62,4",47084128000,1,"48,5007139452"
CCRO3,CCR SA,27/12/2019,12454743000,2020000000,5238979000,"19,16",50784482000,1,"80,0150175827"
CIEL3,CIELO,27/12/2019,14074509000,2716815061,2998070000,"8,54",100074287000,1,"1,42251053837"
CMIG4,CEMIG,27/12/2019,22797430000,2201371000,5102422000,"13,69",54085360000,1,"4,03260729215"
COGN3,COGNA ON,27/12/2019,13289154000,1876606210,405666000,"11,61",25825690000,1,"32,4429343727"
CSAN3,COSAN,27/12/2019,47493020000,1874070932,8402310000,"70,03",131954488000,1,"113,869353168"
CSNA3,SID NACIONAL,27/12/2019,21692851000,1326093947,4426482000,"13,96",86595892000,1,"69,1785902071"
CVCB3,CVC BRASIL,27/12/2019,190218000,277247309,-57044000,"44,16",3732732000,1,"-27,0861159493"
CYRE3,CYRELA REALT,27/12/2019,7870905000,399743000,699112000,"30,02",16321140000,1,"108,082989908"
ECOR3,ECORODOVIAS,27/12/2019,2631712000,696334000,1826187000,"16,46",19277195000,1,"75,4797441371"
EGIE3,ENGIE BRASIL,27/12/2019,9248206000,815927740,5193568000,"50,81",39605625000,1,"53,8764385221"
ELET3,ELETROBRAS,27/12/2019,111017341000,2307099000,6274467000,"37,74",267830877000,1,"59,7543077883"
EMBR3,EMBRAER,27/12/2019,14082568000,740465000,-654119000,"19,72",53129321000,1,"-9,04059040588"
ENBR3,ENERGIAS BR,27/12/2019,12366216000,581165000,3220950000,"21,73",37252581000,1,"55,4883257853"
EQTL3,EQUATORIAL,27/12/2019,20867323000,1129315455,5881363000,"22,73",92834649000,1,"54,2120014332"
FLRY3,FLEURY,27/12/2019,2807985000,367197096,729767000,"30,4",7863880000,1,"61,540085797"
GGBR4,GERDAU,27/12/2019,48802167000,1757067050,15833150000,"19,88",75746608000,1,"34,1430499325"
GNDI3,INTERMEDICA,27/12/2019,7117066000,615242127,397579000,"69,14",17466021000,1,"138,864754374"
GOAU4,GERDAU MET,27/12/2019,49822526000,1033840804,15770630000,"9,1",76759564000,1,"34,1076308086"
GOLL4,GOL,27/12/2019,-21040743000,3200516077,1276468000,"36,92",16993858000,1,"47,0916334662"
HYPE3,HYPERA,27/12/2019,10817187000,633420823,2531682000,"35,5",22517989000,1,"21,7753022595"
IGTA3,IGUATEMI,27/12/2019,3087941000,181843316,516367000,"53,26",6903382000,1,"30,9239550596"
IRBR3,IRBBRASIL RE,27/12/2019,4098735000,82263012,-1704138000,"39,52",21321861000,1,"46,6598930494"
ITSA4,ITAUSA,27/12/2019,77419000000,9701410000,3061000000,"14,13",97875000000,1,"28,2144524239"
